11/17/2020 10:21 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
349.0	0.003
349.5	0.003
350.0	0.002



11/17/2020 10:31 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	12.672
220.5	12.859
221.0	12.833
221.5	12.782
222.0	12.651
222.5	12.463
223.0	12.143
223.5	11.817
224.0	11.430
224.5	10.987
225.0	10.544
225.5	10.189
226.0	9.886
226.5	9.645
227.0	9.409
227.5	9.190
228.0	8.973
228.5	8.771
229.0	8.562
229.5	8.337
230.0	8.091
230.5	7.830
231.0	7.556
231.5	7.265
232.0	6.941
232.5	6.581
233.0	6.196
233.5	5.813
234.0	5.428
234.5	5.041
235.0	4.665
235.5	4.303
236.0	3.959
236.5	3.646
237.0	3.351
237.5	3.063
238.0	2.786
238.5	2.530
239.0	2.303
239.5	2.120
240.0	1.977
240.5	1.864
241.0	1.773
241.5	1.698
242.0	1.636
242.5	1.577
243.0	1.524
243.5	1.482
244.0	1.446
244.5	1.420
245.0	1.400
245.5	1.384
246.0	1.368
246.5	1.356
247.0	1.348
247.5	1.342
248.0	1.339
248.5	1.338
249.0	1.340
249.5	1.342
250.0	1.345
250.5	1.350
251.0	1.355
251.5	1.361
252.0	1.368
252.5	1.379
253.0	1.390
253.5	1.403
254.0	1.420
254.5	1.433
255.0	1.450
255.5	1.467
256.0	1.485
256.5	1.504
257.0	1.522
257.5	1.537
258.0	1.551
258.5	1.563
259.0	1.572
259.5	1.581
260.0	1.587
260.5	1.593
261.0	1.601
261.5	1.606
262.0	1.611
262.5	1.616
263.0	1.619
263.5	1.627
264.0	1.636
264.5	1.647
265.0	1.659
265.5	1.668
266.0	1.677
266.5	1.686
267.0	1.694
267.5	1.700
268.0	1.708
268.5	1.715
269.0	1.721
269.5	1.726
270.0	1.731
270.5	1.736
271.0	1.738
271.5	1.741
272.0	1.744
272.5	1.747
273.0	1.750
273.5	1.751
274.0	1.751
274.5	1.751
275.0	1.750
275.5	1.750
276.0	1.747
276.5	1.743
277.0	1.738
277.5	1.730
278.0	1.722
278.5	1.712
279.0	1.702
279.5	1.689
280.0	1.673
280.5	1.656
281.0	1.636
281.5	1.615
282.0	1.590
282.5	1.562
283.0	1.530
283.5	1.497
284.0	1.465
284.5	1.434
285.0	1.402
285.5	1.368
286.0	1.334
286.5	1.295
287.0	1.252
287.5	1.208
288.0	1.164
288.5	1.122
289.0	1.077
289.5	1.033
290.0	0.987
290.5	0.937
291.0	0.887
291.5	0.833
292.0	0.779
292.5	0.731
293.0	0.684
293.5	0.637
294.0	0.588
294.5	0.543
295.0	0.501
295.5	0.464
296.0	0.431
296.5	0.400
297.0	0.374
297.5	0.350
298.0	0.328
298.5	0.306
299.0	0.284
299.5	0.266
300.0	0.247
300.5	0.230
301.0	0.213
301.5	0.196
302.0	0.180
302.5	0.164
303.0	0.149
303.5	0.133
304.0	0.122
304.5	0.111
305.0	0.101
305.5	0.094
306.0	0.086
306.5	0.079
307.0	0.071
307.5	0.066
308.0	0.060
308.5	0.054
309.0	0.052
309.5	0.048
310.0	0.045
310.5	0.043
311.0	0.042
311.5	0.041
312.0	0.040
312.5	0.038
313.0	0.036
313.5	0.035
314.0	0.033
314.5	0.033
315.0	0.032
315.5	0.033
316.0	0.035
316.5	0.035
317.0	0.034
317.5	0.032
318.0	0.031
318.5	0.030
319.0	0.029
319.5	0.024
320.0	0.023
320.5	0.023
321.0	0.025
321.5	0.024
322.0	0.021
322.5	0.020
323.0	0.019
323.5	0.017
324.0	0.014
324.5	0.011
325.0	0.012
325.5	0.012
326.0	0.012
326.5	0.014
327.0	0.015
327.5	0.015
328.0	0.015
328.5	0.012
329.0	0.009
329.5	0.009
330.0	0.009
330.5	0.008
331.0	0.009
331.5	0.010
332.0	0.011
332.5	0.012
333.0	0.009
333.5	0.008
334.0	0.005
334.5	0.005
335.0	0.005
335.5	0.003
336.0	0.003
336.5	0.005
337.0	0.006
337.5	0.006
338.0	0.006
338.5	0.004
339.0	0.003
339.5	0.001
340.0	0.000
340.5	0.001
341.0	0.001
341.5	0.001
342.0	0.002
342.5	0.002
343.0	0.003
343.5	0.004
344.0	0.003
344.5	0.003
345.0	0.001
345.5	0.001
346.0	0.002
346.5	0.001
347.0	0.001
347.5	0.002
348.0	0.001
348.5	0.001
349.0	0.000
349.5	0.000
350.0	-0.001



11/17/2020 10:31 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	13.873
220.5	13.982
221.0	13.946
221.5	13.883
222.0	13.871
222.5	13.749
223.0	13.531
223.5	13.245
224.0	12.829
224.5	12.379
225.0	11.862
225.5	11.468
226.0	11.148
226.5	10.879
227.0	10.616
227.5	10.358
228.0	10.115
228.5	9.885
229.0	9.651
229.5	9.389
230.0	9.104
230.5	8.800
231.0	8.481
231.5	8.146
232.0	7.772
232.5	7.366
233.0	6.927
233.5	6.488
234.0	6.053
234.5	5.623
235.0	5.206
235.5	4.803
236.0	4.421
236.5	4.073
237.0	3.745
237.5	3.425
238.0	3.117
238.5	2.832
239.0	2.581
239.5	2.380
240.0	2.223
240.5	2.098
241.0	1.998
241.5	1.918
242.0	1.848
242.5	1.784
243.0	1.723
243.5	1.674
244.0	1.635
244.5	1.605
245.0	1.583
245.5	1.564
246.0	1.547
246.5	1.534
247.0	1.522
247.5	1.514
248.0	1.511
248.5	1.509
249.0	1.509
249.5	1.511
250.0	1.515
250.5	1.521
251.0	1.526
251.5	1.532
252.0	1.540
252.5	1.549
253.0	1.562
253.5	1.575
254.0	1.592
254.5	1.610
255.0	1.629
255.5	1.648
256.0	1.669
256.5	1.689
257.0	1.710
257.5	1.727
258.0	1.745
258.5	1.759
259.0	1.770
259.5	1.780
260.0	1.788
260.5	1.795
261.0	1.804
261.5	1.810
262.0	1.815
262.5	1.820
263.0	1.825
263.5	1.835
264.0	1.848
264.5	1.860
265.0	1.873
265.5	1.883
266.0	1.893
266.5	1.903
267.0	1.911
267.5	1.918
268.0	1.924
268.5	1.931
269.0	1.938
269.5	1.946
270.0	1.950
270.5	1.955
271.0	1.957
271.5	1.961
272.0	1.964
272.5	1.966
273.0	1.967
273.5	1.968
274.0	1.968
274.5	1.969
275.0	1.967
275.5	1.967
276.0	1.964
276.5	1.959
277.0	1.951
277.5	1.945
278.0	1.935
278.5	1.924
279.0	1.911
279.5	1.896
280.0	1.878
280.5	1.861
281.0	1.839
281.5	1.817
282.0	1.788
282.5	1.757
283.0	1.722
283.5	1.687
284.0	1.651
284.5	1.616
285.0	1.579
285.5	1.541
286.0	1.500
286.5	1.458
287.0	1.410
287.5	1.361
288.0	1.311
288.5	1.263
289.0	1.214
289.5	1.164
290.0	1.111
290.5	1.055
291.0	0.996
291.5	0.935
292.0	0.875
292.5	0.820
293.0	0.767
293.5	0.713
294.0	0.658
294.5	0.607
295.0	0.560
295.5	0.518
296.0	0.481
296.5	0.446
297.0	0.416
297.5	0.391
298.0	0.366
298.5	0.341
299.0	0.317
299.5	0.296
300.0	0.276
300.5	0.257
301.0	0.239
301.5	0.220
302.0	0.204
302.5	0.185
303.0	0.168
303.5	0.151
304.0	0.139
304.5	0.127
305.0	0.115
305.5	0.106
306.0	0.097
306.5	0.091
307.0	0.083
307.5	0.076
308.0	0.068
308.5	0.061
309.0	0.057
309.5	0.052
310.0	0.049
310.5	0.047
311.0	0.045
311.5	0.045
312.0	0.042
312.5	0.041
313.0	0.039
313.5	0.038
314.0	0.035
314.5	0.034
315.0	0.033
315.5	0.035
316.0	0.037
316.5	0.037
317.0	0.035
317.5	0.032
318.0	0.031
318.5	0.030
319.0	0.029
319.5	0.027
320.0	0.026
320.5	0.025
321.0	0.024
321.5	0.022
322.0	0.020
322.5	0.018
323.0	0.016
323.5	0.014
324.0	0.013
324.5	0.010
325.0	0.010
325.5	0.011
326.0	0.009
326.5	0.010
327.0	0.010
327.5	0.010
328.0	0.009
328.5	0.007
329.0	0.006
329.5	0.006
330.0	0.007
330.5	0.007
331.0	0.007
331.5	0.008
332.0	0.009
332.5	0.012
333.0	0.010
333.5	0.009
334.0	0.007
334.5	0.006
335.0	0.007
335.5	0.006
336.0	0.006
336.5	0.007
337.0	0.009
337.5	0.008
338.0	0.006
338.5	0.005
339.0	0.003
339.5	0.001
340.0	0.000
340.5	0.000
341.0	0.000
341.5	0.000
342.0	0.000
342.5	0.001
343.0	0.002
343.5	0.002
344.0	0.002
344.5	0.002
345.0	0.001
345.5	0.000
346.0	0.001
346.5	0.000
347.0	0.001
347.5	0.001
348.0	0.001
348.5	0.000
349.0	0.000
349.5	0.001
350.0	-0.001



11/17/2020 10:32 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	9.668
220.5	9.563
221.0	9.399
221.5	9.237
222.0	9.041
222.5	8.817
223.0	8.611
223.5	8.349
224.0	8.057
224.5	7.701
225.0	7.365
225.5	7.094
226.0	6.878
226.5	6.704
227.0	6.539
227.5	6.382
228.0	6.233
228.5	6.091
229.0	5.954
229.5	5.804
230.0	5.644
230.5	5.470
231.0	5.287
231.5	5.092
232.0	4.879
232.5	4.638
233.0	4.376
233.5	4.107
234.0	3.836
234.5	3.566
235.0	3.298
235.5	3.035
236.0	2.789
236.5	2.564
237.0	2.352
237.5	2.146
238.0	1.949
238.5	1.767
239.0	1.608
239.5	1.478
240.0	1.378
240.5	1.297
241.0	1.233
241.5	1.180
242.0	1.135
242.5	1.092
243.0	1.055
243.5	1.025
244.0	1.000
244.5	0.982
245.0	0.970
245.5	0.960
246.0	0.950
246.5	0.942
247.0	0.935
247.5	0.931
248.0	0.929
248.5	0.928
249.0	0.929
249.5	0.930
250.0	0.934
250.5	0.937
251.0	0.941
251.5	0.946
252.0	0.950
252.5	0.954
253.0	0.961
253.5	0.971
254.0	0.982
254.5	0.991
255.0	1.001
255.5	1.014
256.0	1.029
256.5	1.042
257.0	1.055
257.5	1.064
258.0	1.074
258.5	1.082
259.0	1.090
259.5	1.096
260.0	1.102
260.5	1.107
261.0	1.111
261.5	1.116
262.0	1.119
262.5	1.123
263.0	1.125
263.5	1.128
264.0	1.133
264.5	1.140
265.0	1.149
265.5	1.155
266.0	1.161
266.5	1.166
267.0	1.171
267.5	1.175
268.0	1.181
268.5	1.185
269.0	1.189
269.5	1.194
270.0	1.197
270.5	1.201
271.0	1.203
271.5	1.206
272.0	1.208
272.5	1.209
273.0	1.211
273.5	1.211
274.0	1.211
274.5	1.210
275.0	1.210
275.5	1.207
276.0	1.204
276.5	1.199
277.0	1.195
277.5	1.190
278.0	1.182
278.5	1.175
279.0	1.169
279.5	1.159
280.0	1.147
280.5	1.136
281.0	1.121
281.5	1.108
282.0	1.092
282.5	1.074
283.0	1.055
283.5	1.033
284.0	1.011
284.5	0.989
285.0	0.967
285.5	0.944
286.0	0.919
286.5	0.894
287.0	0.866
287.5	0.836
288.0	0.807
288.5	0.779
289.0	0.748
289.5	0.718
290.0	0.686
290.5	0.650
291.0	0.615
291.5	0.577
292.0	0.542
292.5	0.508
293.0	0.475
293.5	0.442
294.0	0.409
294.5	0.377
295.0	0.348
295.5	0.323
296.0	0.298
296.5	0.277
297.0	0.258
297.5	0.243
298.0	0.228
298.5	0.212
299.0	0.197
299.5	0.184
300.0	0.172
300.5	0.159
301.0	0.148
301.5	0.136
302.0	0.125
302.5	0.112
303.0	0.101
303.5	0.091
304.0	0.082
304.5	0.075
305.0	0.066
305.5	0.060
306.0	0.054
306.5	0.052
307.0	0.046
307.5	0.042
308.0	0.038
308.5	0.034
309.0	0.031
309.5	0.029
310.0	0.027
310.5	0.027
311.0	0.027
311.5	0.027
312.0	0.026
312.5	0.025
313.0	0.023
313.5	0.022
314.0	0.019
314.5	0.019
315.0	0.018
315.5	0.019
316.0	0.020
316.5	0.021
317.0	0.018
317.5	0.017
318.0	0.016
318.5	0.014
319.0	0.014
319.5	0.013
320.0	0.013
320.5	0.013
321.0	0.013
321.5	0.014
322.0	0.013
322.5	0.013
323.0	0.013
323.5	0.012
324.0	0.011
324.5	0.009
325.0	0.010
325.5	0.009
326.0	0.007
326.5	0.006
327.0	0.006
327.5	0.005
328.0	0.005
328.5	0.004
329.0	0.002
329.5	0.002
330.0	0.002
330.5	0.002
331.0	0.003
331.5	0.003
332.0	0.004
332.5	0.005
333.0	0.003
333.5	0.005
334.0	0.004
334.5	0.003
335.0	0.004
335.5	0.003
336.0	0.003
336.5	0.005
337.0	0.006
337.5	0.005
338.0	0.003
338.5	0.002
339.0	0.001
339.5	0.000
340.0	0.000
340.5	0.001
341.0	0.000
341.5	0.001
342.0	0.000
342.5	-0.001
343.0	-0.001
343.5	-0.002
344.0	-0.003
344.5	-0.002
345.0	-0.004
345.5	-0.003
346.0	-0.003
346.5	-0.002
347.0	-0.002
347.5	-0.002
348.0	-0.001
348.5	0.000
349.0	-0.001
349.5	0.002
350.0	0.002



11/17/2020 10:32 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	4.505
220.5	4.422
221.0	4.346
221.5	4.239
222.0	4.116
222.5	4.001
223.0	3.880
223.5	3.736
224.0	3.577
224.5	3.410
225.0	3.253
225.5	3.128
226.0	3.024
226.5	2.940
227.0	2.864
227.5	2.793
228.0	2.726
228.5	2.664
229.0	2.603
229.5	2.542
230.0	2.476
230.5	2.407
231.0	2.333
231.5	2.255
232.0	2.167
232.5	2.068
233.0	1.957
233.5	1.844
234.0	1.728
234.5	1.609
235.0	1.492
235.5	1.376
236.0	1.266
236.5	1.167
237.0	1.074
237.5	0.981
238.0	0.893
238.5	0.812
239.0	0.741
239.5	0.683
240.0	0.637
240.5	0.600
241.0	0.570
241.5	0.547
242.0	0.528
242.5	0.511
243.0	0.497
243.5	0.486
244.0	0.473
244.5	0.465
245.0	0.461
245.5	0.457
246.0	0.455
246.5	0.451
247.0	0.448
247.5	0.447
248.0	0.446
248.5	0.445
249.0	0.445
249.5	0.446
250.0	0.447
250.5	0.447
251.0	0.447
251.5	0.450
252.0	0.452
252.5	0.454
253.0	0.456
253.5	0.457
254.0	0.462
254.5	0.465
255.0	0.469
255.5	0.476
256.0	0.482
256.5	0.486
257.0	0.490
257.5	0.491
258.0	0.496
258.5	0.499
259.0	0.502
259.5	0.507
260.0	0.508
260.5	0.508
261.0	0.510
261.5	0.511
262.0	0.512
262.5	0.514
263.0	0.513
263.5	0.514
264.0	0.517
264.5	0.521
265.0	0.525
265.5	0.526
266.0	0.528
266.5	0.530
267.0	0.529
267.5	0.530
268.0	0.533
268.5	0.535
269.0	0.537
269.5	0.540
270.0	0.539
270.5	0.539
271.0	0.540
271.5	0.540
272.0	0.541
272.5	0.542
273.0	0.543
273.5	0.543
274.0	0.543
274.5	0.543
275.0	0.542
275.5	0.541
276.0	0.540
276.5	0.537
277.0	0.532
277.5	0.530
278.0	0.527
278.5	0.523
279.0	0.521
279.5	0.515
280.0	0.509
280.5	0.503
281.0	0.497
281.5	0.490
282.0	0.482
282.5	0.474
283.0	0.464
283.5	0.453
284.0	0.443
284.5	0.435
285.0	0.426
285.5	0.417
286.0	0.407
286.5	0.395
287.0	0.382
287.5	0.367
288.0	0.353
288.5	0.340
289.0	0.326
289.5	0.312
290.0	0.297
290.5	0.281
291.0	0.267
291.5	0.251
292.0	0.235
292.5	0.220
293.0	0.206
293.5	0.192
294.0	0.177
294.5	0.164
295.0	0.152
295.5	0.141
296.0	0.130
296.5	0.120
297.0	0.113
297.5	0.107
298.0	0.101
298.5	0.094
299.0	0.088
299.5	0.083
300.0	0.078
300.5	0.073
301.0	0.068
301.5	0.063
302.0	0.058
302.5	0.052
303.0	0.047
303.5	0.042
304.0	0.039
304.5	0.035
305.0	0.031
305.5	0.028
306.0	0.026
306.5	0.025
307.0	0.021
307.5	0.018
308.0	0.014
308.5	0.010
309.0	0.010
309.5	0.010
310.0	0.010
310.5	0.010
311.0	0.010
311.5	0.009
312.0	0.009
312.5	0.009
313.0	0.007
313.5	0.006
314.0	0.004
314.5	0.003
315.0	0.003
315.5	0.004
316.0	0.006
316.5	0.006
317.0	0.005
317.5	0.003
318.0	0.002
318.5	0.002
319.0	0.002
319.5	0.000
320.0	-0.001
320.5	-0.001
321.0	-0.001
321.5	0.001
322.0	0.001
322.5	0.000
323.0	0.000
323.5	-0.002
324.0	-0.004
324.5	-0.007
325.0	-0.005
325.5	-0.005
326.0	-0.007
326.5	-0.006
327.0	-0.006
327.5	-0.007
328.0	-0.005
328.5	-0.005
329.0	-0.007
329.5	-0.007
330.0	-0.006
330.5	-0.006
331.0	-0.006
331.5	-0.005
332.0	-0.003
332.5	-0.003
333.0	-0.003
333.5	-0.001
334.0	-0.002
334.5	-0.002
335.0	0.001
335.5	0.000
336.0	0.000
336.5	0.001
337.0	0.003
337.5	0.002
338.0	0.001
338.5	0.001
339.0	0.001
339.5	0.000
340.0	0.000
340.5	0.001
341.0	-0.001
341.5	-0.001
342.0	-0.001
342.5	-0.002
343.0	-0.002
343.5	-0.002
344.0	-0.002
344.5	-0.002
345.0	-0.002
345.5	-0.001
346.0	0.000
346.5	0.000
347.0	0.001
347.5	0.002
348.0	0.002
348.5	0.002
349.0	0.002
349.5	0.003
350.0	0.002



11/17/2020 10:33 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	5.279
220.5	5.212
221.0	5.130
221.5	5.026
222.0	4.902
222.5	4.799
223.0	4.689
223.5	4.543
224.0	4.371
224.5	4.183
225.0	4.007
225.5	3.868
226.0	3.747
226.5	3.649
227.0	3.562
227.5	3.479
228.0	3.397
228.5	3.322
229.0	3.250
229.5	3.171
230.0	3.085
230.5	2.992
231.0	2.896
231.5	2.793
232.0	2.677
232.5	2.545
233.0	2.398
233.5	2.250
234.0	2.096
234.5	1.937
235.0	1.780
235.5	1.628
236.0	1.480
236.5	1.345
237.0	1.223
237.5	1.105
238.0	0.991
238.5	0.885
239.0	0.793
239.5	0.718
240.0	0.658
240.5	0.611
241.0	0.572
241.5	0.542
242.0	0.516
242.5	0.493
243.0	0.471
243.5	0.454
244.0	0.437
244.5	0.426
245.0	0.418
245.5	0.412
246.0	0.408
246.5	0.403
247.0	0.399
247.5	0.397
248.0	0.396
248.5	0.396
249.0	0.397
249.5	0.398
250.0	0.399
250.5	0.401
251.0	0.404
251.5	0.409
252.0	0.411
252.5	0.416
253.0	0.420
253.5	0.422
254.0	0.426
254.5	0.432
255.0	0.437
255.5	0.445
256.0	0.453
256.5	0.459
257.0	0.465
257.5	0.472
258.0	0.478
258.5	0.483
259.0	0.487
259.5	0.491
260.0	0.493
260.5	0.494
261.0	0.499
261.5	0.502
262.0	0.504
262.5	0.507
263.0	0.508
263.5	0.512
264.0	0.517
264.5	0.524
265.0	0.531
265.5	0.535
266.0	0.542
266.5	0.549
267.0	0.555
267.5	0.561
268.0	0.571
268.5	0.581
269.0	0.589
269.5	0.596
270.0	0.601
270.5	0.607
271.0	0.612
271.5	0.616
272.0	0.621
272.5	0.625
273.0	0.630
273.5	0.635
274.0	0.638
274.5	0.642
275.0	0.646
275.5	0.649
276.0	0.650
276.5	0.649
277.0	0.650
277.5	0.651
278.0	0.651
278.5	0.650
279.0	0.653
279.5	0.649
280.0	0.645
280.5	0.641
281.0	0.636
281.5	0.631
282.0	0.623
282.5	0.615
283.0	0.604
283.5	0.592
284.0	0.584
284.5	0.575
285.0	0.565
285.5	0.554
286.0	0.540
286.5	0.526
287.0	0.511
287.5	0.495
288.0	0.477
288.5	0.461
289.0	0.441
289.5	0.424
290.0	0.405
290.5	0.385
291.0	0.364
291.5	0.341
292.0	0.317
292.5	0.297
293.0	0.277
293.5	0.258
294.0	0.237
294.5	0.221
295.0	0.205
295.5	0.190
296.0	0.176
296.5	0.164
297.0	0.154
297.5	0.145
298.0	0.136
298.5	0.126
299.0	0.118
299.5	0.112
300.0	0.104
300.5	0.097
301.0	0.091
301.5	0.085
302.0	0.078
302.5	0.069
303.0	0.063
303.5	0.057
304.0	0.052
304.5	0.048
305.0	0.043
305.5	0.040
306.0	0.037
306.5	0.034
307.0	0.030
307.5	0.028
308.0	0.024
308.5	0.021
309.0	0.020
309.5	0.018
310.0	0.017
310.5	0.016
311.0	0.015
311.5	0.015
312.0	0.015
312.5	0.014
313.0	0.013
313.5	0.011
314.0	0.011
314.5	0.010
315.0	0.009
315.5	0.011
316.0	0.011
316.5	0.011
317.0	0.008
317.5	0.007
318.0	0.008
318.5	0.007
319.0	0.006
319.5	0.004
320.0	0.003
320.5	0.004
321.0	0.006
321.5	0.008
322.0	0.008
322.5	0.008
323.0	0.007
323.5	0.008
324.0	0.007
324.5	0.006
325.0	0.007
325.5	0.007
326.0	0.008
326.5	0.009
327.0	0.008
327.5	0.008
328.0	0.008
328.5	0.006
329.0	0.004
329.5	0.002
330.0	0.003
330.5	0.002
331.0	0.001
331.5	0.002
332.0	0.003
332.5	0.003
333.0	0.004
333.5	0.004
334.0	0.002
334.5	0.002
335.0	0.003
335.5	0.001
336.0	0.002
336.5	0.003
337.0	0.004
337.5	0.004
338.0	0.004
338.5	0.003
339.0	0.002
339.5	0.001
340.0	0.000
340.5	0.001
341.0	-0.001
341.5	0.000
342.0	0.000
342.5	0.001
343.0	0.002
343.5	0.002
344.0	0.002
344.5	0.002
345.0	0.002
345.5	0.003
346.0	0.003
346.5	0.004
347.0	0.005
347.5	0.004
348.0	0.004
348.5	0.005
349.0	0.004
349.5	0.005
350.0	0.006



11/17/2020 10:34 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	13.957
220.5	14.424
221.0	14.792
221.5	15.021
222.0	15.159
222.5	15.237
223.0	15.140
223.5	15.090
224.0	14.803
224.5	14.438
225.0	14.018
225.5	13.641
226.0	13.314
226.5	13.039
227.0	12.755
227.5	12.461
228.0	12.170
228.5	11.875
229.0	11.571
229.5	11.231
230.0	10.843
230.5	10.436
231.0	10.009
231.5	9.563
232.0	9.071
232.5	8.539
233.0	7.984
233.5	7.428
234.0	6.884
234.5	6.352
235.0	5.837
235.5	5.342
236.0	4.882
236.5	4.459
237.0	4.061
237.5	3.675
238.0	3.303
238.5	2.955
239.0	2.656
239.5	2.416
240.0	2.231
240.5	2.082
241.0	1.965
241.5	1.869
242.0	1.786
242.5	1.710
243.0	1.642
243.5	1.582
244.0	1.535
244.5	1.500
245.0	1.473
245.5	1.451
246.0	1.433
246.5	1.417
247.0	1.404
247.5	1.396
248.0	1.392
248.5	1.390
249.0	1.391
249.5	1.395
250.0	1.400
250.5	1.405
251.0	1.414
251.5	1.424
252.0	1.434
252.5	1.448
253.0	1.465
253.5	1.485
254.0	1.506
254.5	1.526
255.0	1.547
255.5	1.572
256.0	1.602
256.5	1.635
257.0	1.666
257.5	1.694
258.0	1.716
258.5	1.735
259.0	1.750
259.5	1.766
260.0	1.781
260.5	1.794
261.0	1.806
261.5	1.819
262.0	1.831
262.5	1.844
263.0	1.858
263.5	1.874
264.0	1.895
264.5	1.919
265.0	1.947
265.5	1.972
266.0	1.998
266.5	2.021
267.0	2.044
267.5	2.065
268.0	2.087
268.5	2.112
269.0	2.132
269.5	2.150
270.0	2.169
270.5	2.185
271.0	2.202
271.5	2.219
272.0	2.235
272.5	2.250
273.0	2.265
273.5	2.278
274.0	2.291
274.5	2.302
275.0	2.311
275.5	2.322
276.0	2.330
276.5	2.338
277.0	2.346
277.5	2.349
278.0	2.351
278.5	2.350
279.0	2.346
279.5	2.338
280.0	2.327
280.5	2.315
281.0	2.298
281.5	2.278
282.0	2.252
282.5	2.223
283.0	2.187
283.5	2.147
284.0	2.107
284.5	2.068
285.0	2.027
285.5	1.983
286.0	1.934
286.5	1.880
287.0	1.820
287.5	1.757
288.0	1.693
288.5	1.628
289.0	1.562
289.5	1.495
290.0	1.423
290.5	1.345
291.0	1.267
291.5	1.184
292.0	1.104
292.5	1.030
293.0	0.959
293.5	0.887
294.0	0.815
294.5	0.746
295.0	0.683
295.5	0.625
296.0	0.574
296.5	0.530
297.0	0.492
297.5	0.458
298.0	0.427
298.5	0.394
299.0	0.362
299.5	0.335
300.0	0.308
300.5	0.283
301.0	0.261
301.5	0.236
302.0	0.213
302.5	0.191
303.0	0.170
303.5	0.150
304.0	0.136
304.5	0.120
305.0	0.106
305.5	0.094
306.0	0.084
306.5	0.074
307.0	0.064
307.5	0.057
308.0	0.049
308.5	0.040
309.0	0.035
309.5	0.029
310.0	0.025
310.5	0.024
311.0	0.022
311.5	0.020
312.0	0.019
312.5	0.017
313.0	0.014
313.5	0.014
314.0	0.014
314.5	0.014
315.0	0.012
315.5	0.013
316.0	0.015
316.5	0.017
317.0	0.018
317.5	0.017
318.0	0.016
318.5	0.015
319.0	0.015
319.5	0.013
320.0	0.012
320.5	0.011
321.0	0.011
321.5	0.009
322.0	0.008
322.5	0.007
323.0	0.008
323.5	0.006
324.0	0.005
324.5	0.003
325.0	0.005
325.5	0.005
326.0	0.004
326.5	0.005
327.0	0.006
327.5	0.005
328.0	0.006
328.5	0.005
329.0	0.005
329.5	0.005
330.0	0.006
330.5	0.004
331.0	0.004
331.5	0.004
332.0	0.006
332.5	0.006
333.0	0.006
333.5	0.007
334.0	0.008
334.5	0.007
335.0	0.008
335.5	0.006
336.0	0.007
336.5	0.007
337.0	0.007
337.5	0.005
338.0	0.004
338.5	0.005
339.0	0.003
339.5	0.000
340.0	0.000
340.5	0.000
341.0	-0.001
341.5	-0.002
342.0	-0.003
342.5	-0.003
343.0	-0.002
343.5	-0.002
344.0	-0.001
344.5	-0.002
345.0	-0.002
345.5	0.000
346.0	0.000
346.5	0.000
347.0	0.002
347.5	0.002
348.0	0.002
348.5	0.003
349.0	0.003
349.5	0.005
350.0	0.005



11/17/2020 10:34 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.05667	
//WLCalib: 261S 	-0.41000	
//WLCalib: 362S 	-0.47000	
//WLCalib: 484S 	0.00000	
//WLCalib: 529S 	0.07000	
//WLCalib: 823S 	-0.52000	
//QSpecEnd: 
220.0	13.683
220.5	14.427
221.0	15.053
221.5	15.694
222.0	16.313
222.5	16.588
223.0	17.031
223.5	17.201
224.0	17.214
224.5	17.150
225.0	16.828
225.5	16.509
226.0	16.170
226.5	15.844
227.0	15.514
